id;Name;Summary;Positive Reviews
5189;Hmmsim Metro;Jeminie Interactive Indie Simulation Simulation Trains D Realistic Transportation Driving Singleplayer Immersive Sim Indie Automobile Physics ;826
5190;Iron Brigade;Double Fine Productions Action Strategy Action Strategy Tower Defense Mechs Coop ThirdPerson Shooter Funny Comedy Scifi Online CoOp Robots ;826
5191;:/ESports Club;Hangzhou Xinlan Network Technology CoLtd Indie Simulation Sports Strategy Simulation Strategy Indie Sports esports Management ;826
5192;Industries of Titan;Brace Yourself Games Action Indie Simulation Strategy City Builder Resource Management Simulation Strategy X Postapocalyptic Colony Sim Cyberpunk RealTime Pause Building BaseBuilding Scifi Space Dark Voxel Tactical Space Exploration Singleplayer ;825
5193;Hero of the Kingdom: Lost Tales 1;Lonely Troops Adventure Casual Indie RPG Strategy Adventure Casual RPG Indie Strategy Singleplayer Isometric Fantasy Medieval Colorful Hidden Object Story Rich Clicker pointclick ;825
5194;Puzzle Agent 2;Telltale Action Adventure Casual Adventure Puzzle Casual pointclick Detective Singleplayer Comedy Mystery Action Surreal Conspiracy Funny TouchFriendly Short Handdrawn D Atmospheric Story Rich Great Soundtrack Stylized ;825
5195;March of Empires;Gameloft Play mmo RPG Strategy Play Strategy mmo RPG Medieval Multiplayer ;825
5196;Cities XXL;Focus Entertainment Simulation City Builder Simulation Building Economy Strategy Management Sandbox Realistic Moddable Singleplayer Multiplayer Atmospheric Resource ;824
5197;Battle Carnival;Zepetto USA Play Play Multiplayer FPS FirstPerson Action TeamBased Shooter ;824
5198;Superdimension Neptune VS Sega Hard Girls;IDEA FACTORY COMPILE HEART FELISTELLA Idea Factory International Action RPG RPG Action Anime JRPG Female Protagonist Cute Singleplayer TurnBased Adventure Great Soundtrack Visual Novel Nudity Sexual Content Strategy Funny ;824
5199;Your Chronicle;Samurai Games Play RPG RPG Idler TextBased Clicker Adventure Auto Battler Play Singleplayer Collectathon D Fantasy Medieval Magic Swordplay Tactical ;824
5200;Aokana - EXTRA1;sprite NekoNyan Ltd Ltd HIKARI FIELD Adventure Casual Adventure Visual Novel Anime Casual Cute Sexual Content Nudity Dating Sim Colorful ;823
5201;Robin Hood: Legend of Sherwood;Spellbound Microids Strategy Strategy Stealth Isometric Medieval Tactical Singleplayer Adventure Historical Classic RPG Real Time Tactics Action ;823
5202;Chinatris;仓鼠动力 Args Gamera Games Casual Casual Indie Word Game Spelling D Puzzle Singleplayer Strategy ;823
5203;SC2VN - eSports Visual Novel;Team Eleven Adventure Casual Play Indie RPG Simulation Visual Novel Anime Play Indie Casual Simulation Adventure RPG esports Nudity Memes ;823
5204;Jet Racing Extreme: First Encounter;Real Dynamics Action Indie Racing Simulation Sports Racing Action Indie Simulation Sports Automobile Sim Multiplayer Physics ;823
5205;Narcosis;Honor Code Inc Adventure Horror Adventure Indie FirstPerson Survival Atmospheric Psychological Underwater Mystery VR Surreal Walking Simulator Great Soundtrack Lovecraftian Multiplayer ;822
5206;BURIED STARS;LINE Games Corporation Adventure Casual Interactive Fiction Mystery Emotional Conversation Adventure Visual Novel Survival Choices Matter D Story Rich Detective Anime Thriller Crime Drama Investigation Cartoon Cinematic Singleplayer Conspiracy ;821
5207;Doodle God;JoyBits Ltd Casual Indie Simulation Indie Casual Puzzle God Game Simulation Crafting Sandbox D Experimental Adventure Singleplayer Funny Memes Open World Illuminati Cute Minimalist Trading Card Violent ;821
5208;H-Isekai Loves;GBlood Adventure Casual Indie RPG Simulation Sexual Content Nudity Hentai Mature NSFW Anime Match Visual Novel Dating Sim Singleplayer Cute Female Protagonist RPG Story Rich Puzzle Adventure Shooter JRPG Casual FPS ;821
5209;The Cat Games;M Hanka Liu Lidan Action Casual Indie Simulation Sports Casual Cute Cats Indie Simulation Action D Funny Runner Memes Sports Family Friendly Singleplayer Comedy Great Soundtrack Illuminati ;819
5210;Cube Racer;Simon Blasen Action Casual Indie Racing Action Indie Racing Casual Play ;819
5211;Endorlight;Old Games Adventure Casual Indie Adventure Casual Platformer Roguelike D ;819
5212;I Expect You To Die 2;Schell Games Adventure Puzzle VR FirstPerson Stylized Cold War Singleplayer Comedy Mystery Adventure Investigation Retro Soundtrack Escape Room VR Only ;819
5213;Judge Dredd: Dredd vs. Death;Rebellion Action Action FPS Cyberpunk FirstPerson Singleplayer Scifi Classic Shooter Gore Comic Book Dystopian Story Rich ;818
5214;Templar Battleforce;Trese Brothers Action Indie RPG Strategy TurnBased Tactics Tactical RPG Perma Death Difficult TurnBased Strategy D Roguelike Character Customization Mechs Combat Scifi Tactical Aliens Singleplayer Indie Action ;818
5215;Magic: Gathering - Duels of the Planeswalkers 2012;Stainless Games Ltd Wizards Coast LLC Strategy Card Battler Deckbuilding Game Strategy Trading Magic Multiplayer Board Singleplayer TurnBased Fantasy ;818
5216;Demigod;Gas Powered Games Stardock Entertainment Action Indie RPG Strategy Real Time Tactics MOBA PvP PvE RTS Strategy Character Customization Third Person D TeamBased Sandbox Action Fantasy Tactical Magic Mythology War Atmospheric Cinematic Beautiful ;818
5217;And Yet It Moves;Broken Rules Action Platformer Indie Puzzle D Casual Singleplayer Experimental Action PuzzlePlatformer Surreal ;817
5218;Succubus Affection;Succubus Diary Kagura Games Indie RPG Sexual Content Pixel Graphics RPG Hentai Nudity Mature Anime Indie JRPG Singleplayer D Platformer Side Scroller NSFW Action D Action Memes ;817
5219;SYNTHETIK 2;Flow Fire Games Action Indie Action Roguelike TopDown Shooter Roguelite Twin Stick PvE Perma Death Tutorial Roguelike Character Customization D TopDown Action Gun Colorful Scifi Tactical ClassBased Moddable ;817
5220;Scrap Garden;Egidijus Bachur Alexey Davydov Flazm Action Adventure Adventure Indie Action Robots D Platformer Exploration Singleplayer Postapocalyptic Third Person Family Friendly Cute Atmospheric Dragons Controller Physics Casual Short PuzzlePlatformer Puzzle ;816
5221;Mansions of Madness;Fantasy Flight Games Adventure Strategy Adventure Strategy Board Game Lovecraftian Play Horror Card Coop ;816
5222;Ember Strike;Reentry Games Action Play Indie Play Indie Action Match mmo Puzzle ;816
5223;Urban Empire;Reborn Games Kalypso Media Digital Simulation Strategy Strategy Simulation City Builder Politics Political Sim Management Economy Historical RPG Political Singleplayer ;816
5224;12 Labours of Hercules III: Girl Power;Jetdogs s Zoom Out Games Casual Strategy Casual Strategy Time Management Singleplayer Mythology Puzzle Resource Female Protagonist Family Friendly Adventure Mouse only D Superhero ;816
5225;Deep Space Waifu: FANTASY;Neko Climax Action Casual Indie RPG Nudity Sexual Content Action Casual Indie Anime RPG shootem Up Bullet Hell Great Soundtrack Mature ;815
5226;Eiyuden Chronicle: Rising;NatsumeAtari Games Action Adventure Indie RPG Adventure RPG Action JRPG ActionAdventure D Dungeon Crawler Action Pixel Graphics Indie Singleplayer Story Rich Casual Arcade Side Scroller City Builder Exploration Anime D Building ;815
5227;SENRAN KAGURA Bon App:tit! - Full Course;Meteorise XSEED Games Marvelous USA Inc Casual Anime Nudity Sexual Content Rhythm Casual Female Protagonist Cute Singleplayer Mature Cooking Ninja Story Rich ;815
5228;oO;Maciej Targoni Action Difficult Arcade Precision Platformer Minimalist FastPaced Music D Psychedelic Futuristic Singleplayer Side Scroller Indie Action Casual Puzzle Great Soundtrack ;815
5229;The Search;Jason Godbey Adventure Exploration pointclick Hidden Object Puzzle Philosophical Casual Female Protagonist FirstPerson Relaxing Story Rich Surreal Narration Colorful Atmospheric Mystery Psychological Adventure Beautiful Indie Singleplayer ;815
5230;VoiceAttack;VoiceAttackcom Utilities Utilities Voice Control Software VR Flight ;815
5231;:-Innocent Fille-;MAGES Inc Spike Chunsoft Co Ltd Adventure Adventure Dating Sim Visual Novel Anime Emotional Sexual Content Nudity Violent ;814
5232;Ragnarok Clicker;Playsaurus Gravity Interactive Adventure Casual Play RPG Simulation Strategy Play Clicker Casual RPG Adventure Simulation Strategy Anime Cute Multiplayer ;814
5233;MXGP PRO;Milestone Srl Racing Simulation Sports Simulation Racing Sports Motocross Motorbike Multiplayer ;813
5234;Chicken Invaders 5;InterAction Action Casual Casual Action Indie shootem Up Multiplayer Local CoOp Coop Arcade Bullet Hell Shooter ;813
5235;Savage Resurrection;S Games LLC Action RPG Strategy Action Strategy Multiplayer RPG FPS RTS MOBA FirstPerson Scifi Play ;813
5236;Landlord's Super;Minskworks Yogscast Games Adventure Indie RPG Simulation Building Simulation Open World Realistic Immersive Sim Destruction Life BaseBuilding Physics RPG FirstPerson Sandbox Singleplayer D s Atmospheric Driving Dystopian Stylized ;813
5237;METRO CONFLICT: THE ORIGIN;RED DUCK INC Action Adventure Casual Play mmo Play FPS Action Multiplayer mmo Adventure Shooter Violent Gore PvP Casual Open World Coop Singleplayer FirstPerson ;813
5238;S.W.I.N.E. HD Remaster;Kite Games Assemble Entertainment WhisperGames Strategy Strategy RTS Retro Funny Real Time Tactics Tanks War RealTime RealTime Pause Multiplayer Classic Remake Action Comedy Difficult Great Soundtrack PvE Indie Moddable Cold ;813
5239;Dust to the End;Haojoy Game Zjoy Game P Games Adventure Indie RPG Simulation Strategy Simulation Handdrawn Postapocalyptic Adventure Trading Open World Strategy TurnBased Combat RPG Tactical City Builder BaseBuilding Indie Futuristic Survival Economy Character Customization Female Protagonist ;812
5240;Rogue Warrior;Rebellion Bethesda Softworks Action Action Funny FPS Comedy Memes Short Stealth Cold War Dark Psychological Horror Singleplayer FirstPerson Shooter ;812
5241;Northern Journey;Slid Adventure FPS Fantasy Atmospheric ActionAdventure Singleplayer Retro Exploration Adventure Nature Medieval FirstPerson Shooter Action Horror Archery Linear Underwater Dark Humor Dragons Colorful ;812
5242;Wizardry 8;SirTech Canada Drecom Co Ltd Nightdive Adventure RPG RPG PartyBased TurnBased Combat Classic FirstPerson Dungeon Crawler Fantasy Adventure TurnBased CRPG Singleplayer Old School Exploration Atmospheric Scifi ;812
5243;Siege Survival: Gloria Victis Prologue;Black Eye Games FishTank Ravenscourt Adventure Casual Play Indie RPG Simulation Strategy Resource Management Play Strategy Time Choices Matter Simulation Singleplayer Economy Survival RPG Medieval Isometric Casual BaseBuilding Historical Realistic Crafting Stealth ;812
5244;Myst;Cyan Worlds Inc Adventure Adventure Exploration Puzzle VR FirstPerson Story Rich Singleplayer Multiple Endings D Indie Realistic Choices Matter Classic Atmospheric Mystery pointclick ;811
5245;TransOcean: Shipping Company;Deck Hamburg astragon Entertainment Casual Simulation Strategy Simulation Strategy Management Economy Casual Naval ;811
5246;CaesarIA;rdt Play Indie Strategy Play City Builder Strategy Indie Singleplayer Classic Rome ;811
5247;Soul Dossier ;（Hong Kong）GKD Game 鸽屋咕游戏 Action Adventure Play Indie mmo RPG Strategy Strategy Horror Multiplayer Character Customization Online CoOp Play Zombies MOBA D esports Action mmo Adventure Indie Sexual Content FirstPerson Realistic Third Person RPG ;810
5248;Narita Boy;Koba Team Adventure Action Adventure Retro Platformer D Mystery Pixel Graphics Exploration s D ActionAdventure Atmospheric Futuristic Emotional LoreRich Singleplayer Combat Story Rich Hack Slash Metroidvania ;810
5249;Cat Cafe Manager;Roost Games dom Simulation Strategy Simulation Strategy Management Building Cats Life Sim Cozy Wholesome Time D Cute Trading Cartoon Singleplayer Cartoony Colorful Stylized Capitalism Drama Economy ;809
5250;Big Farm Story;Goodgame Adventure Casual RPG Simulation Singleplayer Life Sim Farming Local CoOp Story Rich Choose Your Own Adventure Dog Farming RPG Narration Nature Relaxing Simulation Crafting Cartoony Cute Casual Cooking Coop ;809
5251;Armikrog;Pencil Test Versus Evil Adventure Adventure pointclick Puzzle Comedy Great Soundtrack Singleplayer Indie Cult Classic Funny Nostalgia Exploration Retro s Escape Room ;809
5252;Ridge Racer Unbounded;BUGBEAR BANDAI NAMCO Entertainment Racing Racing Arcade Destruction Action Singleplayer Open World Multiplayer Difficult Simulation ;809
5253;Blightbound;Ronimo Games Devolver Digital Action Adventure Indie RPG RPG Adventure Indie Action Coop Multiplayer Dungeon Crawler Loot Dark Fantasy Action Roguelike Hack Slash TeamBased Roguelike Difficult Online CoOp Roguelite Handdrawn Local ;808
5254;Kingdom Under Fire: Crusaders;Blueside Blueside Incredi Soft Action RPG Strategy Action RPG Strategy Hack Slash RTS Simulation Fantasy Indie Singleplayer Nudity Real Time Tactics Medieval Story Rich War Action Sexual Content Tactical Third Person Dark ;808
5255;The Orville - Interactive Fan Experience;Messy Desk Interactive Casual Play Simulation Sandbox Space Scifi Multiplayer Play Casual Open World Realistic Character Customization FirstPerson Online CoOp Third Person Flight FPS ThirdPerson Shooter D Cinematic DOF Space Sim ;807
5256;Short Stories Collection of Class Tangerine;橘子班 NVLMaker Adventure Casual Indie Simulation Casual Indie Adventure Simulation Visual Novel Anime ;807
5257;The Stillness of the Wind;Memory God Lambic Fellow Traveller Adventure Indie Adventure Atmospheric Agriculture Female Protagonist Story Rich Simulation Singleplayer pointclick Beautiful Casual Emotional Psychological Great Soundtrack Dystopian Exploration Farming Horror ;806
5258;Down To One;Gadget Games Action Action Survival Open World Multiplayer Battle Royale FPS Shooter Coop PvP ;806
5259;CRYPTARK;Alientrap Action Adventure Indie Strategy Action Roguelike Action Indie Adventure Strategy Roguelite Twin Stick Shooter Mechs Space D Scifi Roguelike Great Soundtrack Bullet Hell Difficult Procedural Generation ;806
5260;Darkarta: A Broken Heart's Quest Collector's Edition;Tuttifrutti Interactive Adventure Casual Casual Hidden Object Fiction pointclick Female Protagonist FirstPerson Alternate History Romance Story Rich Detective Relaxing Puzzle Family Friendly Fantasy Mythology Thriller Magic Atmospheric Mystery Drama ;806
5261;Harvest Moon: Light of Hope Special Edition;TABOT inc Natsume Inc Adventure Casual RPG Simulation Farming Sim RPG Life Simulation Adventure Agriculture Casual Anime Dating Multiplayer Romance Farming ;806
5262;Bear With Me - Episode One;Exordium Games Adventure Noir Dark Atmospheric Hidden Object pointclick Singleplayer Horror Adventure Detective D Cute Mystery Funny Comedy Story Rich Dark Humor Indie Fantasy Episodic Puzzle ;805
5263;You Must Build A Boat;EightyEightGames Action Casual Indie RPG Strategy Casual Match Strategy Indie Action RPG Puzzle Pixel Graphics Singleplayer D Great Soundtrack Retro Roguelite TouchFriendly Dungeon Crawler Family Friendly Roguelike Difficult Fantasy ;805
5264;Lossless Scaling;THS Utilities Utilities Software ;805
5265;Sheltered 2;Unicube Team Indie RPG Simulation Strategy Resource Management Strategy Survival Postapocalyptic Colony Sim BaseBuilding Building Character Customization Singleplayer RPG Simulation TurnBased Indie D Open World Hex Grid Horror Sequel ;805
5266;Mobile Empire;Shanghai huan zhen Info Tech Ltd XD Casual Indie Simulation Strategy Strategy Simulation Casual Indie ;805
5267;A Mortician's Tale;Laundry Bear Games Casual Casual Indie Female Protagonist Short Singleplayer Visual Novel Dark pointclick Story Rich LGBTQ Relaxing Atmospheric Experimental Silent Walking Simulator Colorful Cute Great Soundtrack Stylized Interactive Fiction ;805
5268;Trek to Yomi;Leonard Menchiari Flying Wild Hog Devolver Digital Action Adventure Action Adventure ActionAdventure Hack Slash Side Scroller Cinematic Stylized Atmospheric Third Person Demons Historical Swordplay Ninja Combat Singleplayer Story Rich Narration Violent Drama Martial Arts ;804
5269;Chippy;Facepunch Action Bullet Hell Twin Stick Shooter Arena shootem Up TopDown Difficult Arcade D TopDown Action Score Attack Retro Abstract Moddable Colorful Pixel Graphics Space Destruction Local CoOp ;804
5270;In Death;Sólfar Action VR Action Action Roguelike Indie Roguelite Horror Shooter Archery Roguelike FirstPerson ;804
5271;Levelhead: Platformer Maker;Butterscotch Shenanigans Action Adventure Indie Simulation Precision Platformer Difficult Funny Comedy Sandbox Action Adventure Side Scroller Coop Campaign Handdrawn Level Editor Player Local Coop D Colorful PuzzlePlatformer Cartoon Programming Music ;804
5272;Rock Simulator;Vinoo Casual Indie Simulation Casual Indie Simulation Psychological Horror Comedy Memes Relaxing esports Multiplayer God Game Puzzle Immersive Sim Life PuzzlePlatformer D Cinematic Colorful Cute Minimalist Realistic ;803
5273;Super Blood Hockey;Loren Lemcke Indie Sports Sports Hockey Management Retro Pixel Graphics Arcade Player Local PvP Blood Local CoOp Singleplayer Multiplayer D Violent Controller Coop Cute Funny Action ;803
5274;Capsized;Alientrap Action Action Indie Platformer Scifi Local CoOp D Shooter Physics Great Soundtrack Singleplayer Adventure Multiplayer Space Beautiful Metroidvania Difficult Atmospheric ;803
5275;Heretic: Shadow of the Serpent Riders;Raven Software id Action Classic FPS Action Fantasy Shooter Retro Dark Old School s Singleplayer FirstPerson Magic Adventure Multiplayer Horror ;802
5276;Faces of War;Best Way Fulqrum Publishing Action Simulation Strategy Strategy World Wartwo Action Simulation RTS Multiplayer War Coop Real Time Tactics Tactical ;802
5277;Real Boxing;Vivid Games SA Sports Sports Boxing Fighting Simulation Arcade Multiplayer Action Indie ;802
5278;Tiny Combat Arena;Why MicroProse Software Action Simulation Simulation Flight Jet Cold War Stylized D Wargame Retro s Colorful s Military Nonlinear Vehicular Combat Pixel Graphics Singleplayer Inventory Management ;802
5279;The Colonists;Codebyfire Mode Indie Strategy Colony Sim Strategy City Builder Indie Building Cute Robots Resource Management Simulation Relaxing Automation Economy God Game Family Friendly BaseBuilding Multiplayer ;801
5280;Freedom Planet 2;GalaxyTrail Action Adventure Platformer Side Scroller Pixel Graphics ActionAdventure Female Protagonist Colorful Scifi Adventure Indie Action Anime PuzzlePlatformer Old School Retro s Difficult Arcade D Cute Story Rich ;801
5281;Super Time Force Ultra;Capybara Games Action Side Scroller Time Manipulation Bullet Hell D Platformer Pixel Graphics PuzzlePlatformer shootem Up PvE Difficult Shooter Arcade ActionAdventure Strategy D Funny Puzzle Parody Dinosaurs Retro ;801
5282;God's Basement;Erebus Adventure Horror Psychological Dark Walking Simulator Atmospheric FirstPerson Story Rich Mature Psychological Adventure Mystery Puzzle Indie Singleplayer Violent Gore Exploration Realistic Emotional D ;801
5283;Swords 'n Magic and Stuff;Kindred Games Adventure Casual Indie RPG Singleplayer Coop Medieval Casual Fantasy Adventure RPG Exploration Open World Online CoOp Building Multiplayer Third Person Loot Cute Story Rich Sandbox ActionAdventure Magic ;801
5284;Executive Assault 2;Hesketh Ltd Action Indie Strategy RTS Building Space Sim Strategy BaseBuilding RealTime Action Space Singleplayer Multiplayer FPS Scifi FirstPerson War Shooter Coop Robots Action Real Time Tactics ;801
5285;Untrusted;evolvedlabs Play Indie RPG Multiplayer Social Deduction Hacking PartyBased RPG TextBased Puzzle Tabletop Cyberpunk Mystery PvP Minimalist Investigation D TurnBased Tactics Crime Detective Choices Matter Tutorial Online CoOp ;801
5286;Smartphone Tycoon;Roastery Games Indie Simulation Strategy Simulation Strategy Indie Management Singleplayer ;800
5287;Umbrella Corps;CAPCOM Action Action Zombies Multiplayer Shooter ThirdPerson Coop Horror Singleplayer Survival FPS Third Person Competitive PvP Atmospheric Gore TeamBased Casual Tactical FirstPerson Survival ;800
5288;Headsnatchers;IguanaBee Iceberg Interactive Action Casual Indie Sports Action Casual Indie Local Multiplayer Character Customization Player Local Funny Party Parody Memes Fighting PvP Cute Colorful Comedy Isometric FastPaced Family Friendly beatemup ;800
5289;Ninja Stealth;SC Jogos Casual Indie Strategy Stealth Strategy Ninja Indie Casual ActionAdventure Difficult Puzzle D TopDown Singleplayer Action Collectathon Martial Arts Logic Adventure Arcade Shooter ;799
5290;AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome;Dejobaan Games LLC Owlchemy Labs LLC Action Indie Sports Flight Sports Arcade FirstPerson Cyberpunk Funny Controller Action Colorful Scifi Score Attack Comedy Illuminati Singleplayer Indie VR Casual Simulation Addictive Platformer ;799
5291;Fallen girl - Black rose and the fire of desire;BoRoBoRoGame OTAKU Plan Adventure Indie RPG Sexual Content Mature Nudity Female Protagonist Anime Visual Novel RPG Multiple Endings Romance D Platformer D Story Rich Fantasy Adventure Linear FPS Singleplayer Magic Indie Detective ;798
5292;Blood Bowl - Legendary Edition;Cyanide Sports Strategy Strategy Sports TurnBased Board Game Fantasy TurnBased Multiplayer Singleplayer Games Workshop Tactical ;797
5293;Ikenfell;Happy Ray Games Humble Indie RPG Indie RPG LGBTQ Female Protagonist Pixel Graphics Story Rich Singleplayer Fantasy Great Soundtrack JRPG Retro TurnBased Tactics TurnBased Isometric Magic Cute ;797
5294;Battlezone 98 Redux;Big Boat Interactive Rebellion Action Strategy Strategy Action FirstPerson Scifi s RTS Classic Tanks Cult Retro Multiplayer Singleplayer Remake Space FPS Alternate History ;797
5295;PuzzleQuest: Challenge of the Warlords;Infinite Interactive DPublisher America Inc Casual Puzzle Match Casual RPG Fantasy D Addictive Strategy Singleplayer Anime Indie TouchFriendly Adventure ;797
5296;Lemnis Gate;Ratloop Games Canada Frontier Foundry Action Indie Strategy Arena Shooter FPS Time Manipulation Real Tactics PvP Competitive Strategy Character Customization D FirstPerson Action Scifi Realistic ClassBased Space Travel Tactical Multiplayer Atmospheric ;797
5297;Dungeon Defenders Eternity;Nom Games Trendy Entertainment Action Indie RPG Strategy Tower Defense Coop RPG Multiplayer Strategy Action Action Adventure Indie Loot Singleplayer Online CoOp Fantasy Casual Third Person mmo ;796
5298;Might and Magic: Heroes VII : Trial by Fire;Limbic Entertainment Ubisoft RPG Strategy Strategy RPG TurnBased TurnBased Local Multiplayer ;796
5299;Sins Of Demon RPG;Chandler Rounsley Senpai Action Adventure Indie RPG Anime RPG RPGMaker Adventure Sexual Content Indie Nudity Pixel Graphics Action Story Rich Singleplayer D Great Soundtrack Fantasy JRPG Exploration Open World Retro Mature Survival ;796
5300;TOKYO GHOUL:re [CALL to EXIST];Three Rings Inc BANDAI NAMCO Entertainment Action Action Anime Gore Violent Character Customization Sexual Content Singleplayer Multiplayer Hentai Coop Hack Slash Adventure ;796
5301;Lucid Dream;sizrit Adventure Play Play Adventure Indie Horror Mystery pointclick Anime ;796
5302;Warbands: Bushido;Red Unit Play Indie Strategy Strategy Play Indie TurnBased Tactics Board Game Card Combat Tactical Hex Grid TurnBased Multiplayer Tactical RPG Competitive Historical PvP Atmospheric Difficult Medieval Trading ;796
5303;Smart Game Booster;Smart Game Booster Utilities Utilities Software ;795
5304;Section 8: Prejudice;TimeGate Atari Action Action FPS Scifi Shooter Multiplayer FirstPerson Singleplayer ;795
5305;1979 Revolution: Black Friday;iNK Stories NFusion Interactive Stories Action Adventure Adventure Indie Choices Matter Political Action Historical Choose Your Own Story Rich Singleplayer Multiple Endings Atmospheric Exploration pointclick Great Soundtrack Short Violent D Vision Third Person ;794
5306;: ~ Perfect Memento of Touhou Question;Bawu Team Casual Casual Indie Faith Play Anime ;794
5307;YUMENIKKI -DREAM DIARY-;KADOKAWA CORPORATION Active Gaming Media Inc PLAYISM Action Adventure Exploration PuzzlePlatformer Puzzle Platformer Walking Simulator Female Protagonist D Cute Horror Psychological Story Rich Surreal Action Anime Stealth Atmospheric Dystopian Adventure Dark Singleplayer ;794
5308;Closure;Eyebrow Interactive Puzzle Platformer Indie PuzzlePlatformer Surreal D Singleplayer Dark Experimental Horror Atmospheric Great Soundtrack ;794
5309;Dandy Ace;Mad Mimic NEOWIZ Action Action Indie Roguelite Isometric Difficult Dungeon Crawler Roguelike Singleplayer Magic Perma Death Procedural Generation Atmospheric D Handdrawn ;794
5310;The Book of Unwritten Tales 2;KING Art THQ Nordic Adventure Fantasy Adventure Singleplayer pointclick Atmospheric Magic Sequel Parody Medieval Mouse only D Satire Dragons Family Friendly Linear D Dark Dark Comedy Humor ;794
5311;Fearless Fantasy;Enter Skies tinyBuild Action Adventure Casual Indie RPG RPG Indie Casual Adventure Action TurnBased Fantasy Singleplayer Horror TouchFriendly Anime Funny Comedy ;793
5312;Silent Storm Gold Edition;Nival THQ Nordic Action RPG Strategy TurnBased Tactics Strategy RPG TurnBased World Wartwo Tactical Tactical Alternate History Classic Action Singleplayer Destruction Scifi Stealth Isometric Combat ;792
5313;Hunted: Demon:s Forge;inXile Entertainment Bethesda Softworks Action Adventure Action Adventure Third Person Fantasy Coop Hack Slash Dark RPG Singleplayer Female Protagonist ActionAdventure Dungeon Crawler ;791
5314;Frederic: Resurrection of Music;Forever Entertainment S A Action Casual Indie Music Casual Action Rhythm Comedy Great Soundtrack TouchFriendly Singleplayer ;791
5315;The Station;The Station Adventure Indie Adventure Story Rich Atmospheric Scifi Space Walking Simulator FirstPerson Short Mystery Puzzle Simulation Exploration Horror Singleplayer ;790
5316;Pure Rock Crawling;Maciej Kuzianik Simulation Offroad Automobile Sim ATV Driving Simulation Physics Realistic Open World Immersive Immersive Exploration Racing Atmospheric Difficult FirstPerson Third Person Singleplayer Multiplayer Online CoOp ;790
5317;Fictorum;Scraping Bottom Games Action Indie RPG Action Roguelike Magic Destruction ThirdPerson Shooter Choose Your Own Adventure Roguelite RPG Roguelike Third Person D Funny Procedural Generation Action Colorful Fantasy Combat Singleplayer Physics Indie ;790
5318;Geometry Wars: Retro Evolved;Bizarre Creations Activision Casual Arcade Twin Stick Shooter Casual Retro Bullet Hell Singleplayer D shootem Up Indie Classic Action Arena Psychedelic Score Attack Great Soundtrack Controller ;790
5319;Echoes+;Binary Zoo Kikiwik Games Action Play Play Action Indie Bullet Hell shootem Up Arcade Space Retro Singleplayer Shooter Twin Stick Great Soundtrack D ;790
5320;Driver Parallel Lines;Ubisoft Reflections Racing Racing Action Open World Automobile Sim Driving Singleplayer ThirdPerson Shooter Classic Crime Great Soundtrack Third Person ;790
5321;Kinoko;ThunderLime Adventure Casual Play Adventure Casual Play Indie Hidden Object Walking Simulator Third Person D Cute Fantasy Magic Family Friendly Nature Relaxing Atmospheric Singleplayer Snow Multiplayer Short Beautiful ;789
5322;Leaving Lyndow;Eastshade Adventure Adventure Indie Walking Simulator FirstPerson Atmospheric Female Protagonist Great Soundtrack Singleplayer Short ;789
5323;[NINJA GAIDEN: Master Collection] NINJA GAIDEN :2;KOEI TECMO GAMES CO LTD Action Adventure Action Violent Gore Adventure Ninja Hack Slash Singleplayer Difficult Character Action Game Spectacle fighter Anime Nudity ;789
5324;Rise of Insanity;Red Limb Adventure Indie Simulation Indie Adventure Horror Simulation Psychological Walking Simulator Atmospheric Puzzle Singleplayer Survival Dark Exploration Psychedelic Story Rich Drama Mature Great Soundtrack Surreal Beautiful VR ;789
5325;Abandon Ship;Fireblade Software Adventure Indie RPG Strategy Pirates Roguelite Naval Naval Combat Lovecraftian Real Time Tactics Choose Your Own Adventure Story Rich Dark Fantasy Exploration Open World Perma Death Survival Tactical Strategy Roguelike Procedural Generation RPG Historical Sandbox ;788
5326;Let the Cat in;Eforb Casual Play Indie Strategy Play Female Protagonist Story Rich Cute Casual Great Soundtrack Indie Puzzle Strategy Family Friendly Singleplayer Action Cats Difficult Simulation Dark Psychedelic Perma Death RPG Scifi ;788
5327;Dead Age 2: Zombie Survival RPG;Silent Dreams Headup Action Adventure Casual Indie RPG Simulation Strategy Zombies PartyBased RPG Adventure Strategy Indie Casual TurnBased Survival Postapocalyptic Retro TurnBased Combat Roguelike Horror Atmospheric Choices Matter Story Rich Singleplayer Violent Roguelite ;788
5328;Shining Resonance Refrain;SEGA Adventure RPG RPG Adventure Anime JRPG Action Singleplayer Hack Slash Dragons Action Story Rich Dating Sim Female Protagonist Fantasy Great Soundtrack Cute Sexual Content ;787
5329;HOARD;Big Sandwich Games Stratecade LLC Action Casual Indie Strategy Casual Dragons Strategy Indie Action Fantasy Multiplayer Arcade Singleplayer Coop TopDown ;787
5330;Shadowrun Chronicles - Boston Lockdown;Cliffhanger Productions Indie RPG Strategy RPG TurnBased Cyberpunk Strategy Multiplayer Tactical Indie Scifi Coop Kickstarter mmo Isometric Fantasy TurnBased ;787
5331;Yooka-Laylee and the Impossible Lair;Playtonic Games Team Digital Ltd Adventure Adventure Indie Platformer D Great Soundtrack Singleplayer Colorful Family Friendly Exploration Funny Comedy Cute Puzzle ;786
